Entry	Subcellular location [CC]	Protein names	Gene names	Entry name	Intramembrane	Transmembrane	Topological domain
Q08791	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized MFS-type transporter YcxA (ORF5)	ycxA BSU03530	YCXA_BACSU		TRANSMEM 9..29;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 49..69;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 77..97;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 100..120;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 135..155;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 167..187;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 216..236;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 252..272;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 283..303;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 308..328;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 340..360;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 373..393;  /note="Helical";  /evidence="ECO:0000255"	
O31680		Uncharacterized oxidoreductase YkvO (EC 1.-.-.-)	ykvO BSU13770	YKVO_BACSU			
O31717		Uncharacterized oxidoreductase YkpB (EC 1.1.1.-)	ykpB BSU14440	YKPB_BACSU			
O34551	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Uncharacterized membrane protein YkoI	ykoI BSU13270	YKOI_BACSU		TRANSMEM 5..25;  /note="Helical";  /evidence="ECO:0000255"	
C0H3Z6		Uncharacterized protein YkzL	ykzL BSU12619	YKZL_BACSU			
P54393	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Uncharacterized protein YpjB	ypjB BSU22520	YPJB_BACSU		TRANSMEM 227..247;  /note="Helical";  /evidence="ECO:0000255"	
P97032		Uncharacterized protein YhbD	yhbD ygaS BSU08940	YHBD_BACSU			
P50837		Uncharacterized protein YprB	yprB BSU22210	YPRB_BACSU			
P54539		Putative L,D-transpeptidase YqjB (EC 2.-.-.-)	yqjB BSU23940	YQJB_BACSU			
P96739		Uncharacterized protein YwtC	ywtC BSU35870	YWTC_BACSU			
P94376	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized MFS-type transporter YxlH	yxlH BSU38640	YXLH_BACSU		TRANSMEM 20..40;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 47..67;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 91..111;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 115..135;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 149..169;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 172..192;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 222..242;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 256..276;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 289..309;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 310..330;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 345..365;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 370..390;  /note="Helical";  /evidence="ECO:0000255"	
P94359		Uncharacterized protein YxkF	yxkF BSU38820	YXKF_BACSU			
O34937		SPbeta prophage-derived uncharacterized protein YopU	yopU BSU20760	YOPU_BACSU			
Q45596		Putative exported peptide YydF	yydF BSU40180	YYDF_BACSU			
Q45595		Putative peptide biosynthesis protein YydG	yydG BSU40170	YYDG_BACSU			
P39737		Uncharacterized protein YvyC (ORF 99)	yvyC yviH BSU35350	YVYC_BACSU			
Q45594	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Putative peptide zinc metalloprotease protein YydH	yydH BSU40160	YYDH_BACSU		TRANSMEM 56..76;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 85..105;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 152..172;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 181..201;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 231..251;  /note="Helical";  /evidence="ECO:0000255"	
O32296		Uncharacterized protein YyzB	yyzB BSU40460	YYZB_BACSU			
P39150	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	UPF0715 membrane protein YwlA	ywlA BSU36980 ipc-26r	YWLA_BACSU		TRANSMEM 3..23;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 26..46;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 63..83;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 95..115;  /note="Helical";  /evidence="ECO:0000255"	
O34581		SPbeta prophage-derived putative HNH endonuclease YoqL (EC 3.1.-.-)	yoqL BSU20590	YOQL_BACSU			
P37490		Uncharacterized protein YybN	yybN BSU40580	YYBN_BACSU			
O31948		SPbeta prophage-derived uncharacterized protein YonJ	yonJ BSU21070	YONJ_BACSU			
O31901		SPbeta prophage-derived uncharacterized protein YorM	yorM BSU20330	YORM_BACSU			
P45869	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized transporter YwkB	ywkB BSU37040	YWKB_BACSU		TRANSMEM 3..23;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 36..56;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 66..86;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 108..128;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 129..149;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 181..201;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 209..229;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 238..258;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 267..287;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 299..319;  /note="Helical";  /evidence="ECO:0000255"	
P96720		Uncharacterized protein YwqH	ywqH BSU36210	YWQH_BACSU			
P40780		Uncharacterized protein YtxH	ytxH BSU29770	YTXH_BACSU			
O32094		Spore germination protein-like protein YueG	yueG BSU31790	YUEG_BACSU			
O31921		SPbeta prophage-derived uncharacterized protein YoqR	yoqR BSU20540	YOQR_BACSU			
O32238		Uncharacterized HTH-type transcriptional regulator YvaP	yvaP BSU33680	YVAP_BACSU			
O32077	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized membrane protein YuaF	yuaF BSU31020	YUAF_BACSU		TRANSMEM 16..36;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 47..67;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 72..92;  /note="Helical";  /evidence="ECO:0000255"	
O31896		SPbeta prophage-derived uncharacterized protein YorR	yorR BSU20280	YORR_BACSU			
P54431		Uncharacterized protein YrkD	yrkD BSU26550	YRKD_BACSU			
O31862	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized permease YojA	yojA BSU19520	YOJA_BACSU		TRANSMEM 2..22;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 24..44;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 52..72;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 106..126;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 134..154;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 174..194;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 228..248;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 261..281;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 305..325;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 343..363;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 377..397;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 424..444;  /note="Helical";  /evidence="ECO:0000255"	
P54437	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Probable membrane transporter protein YrkJ	yrkJ BSU26490	YRKJ_BACSU		TRANSMEM 10..30;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 51..71;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 80..100;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 106..126;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 151..171;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 186..206;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 210..230;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 240..260;  /note="Helical";  /evidence="ECO:0000255"	
P37964		Uncharacterized protein YsxE (ORF2)	ysxE BSU28100	YSXE_BACSU			
O05234		Uncharacterized protein YugE	yugE BSU31430	YUGE_BACSU			
O34985		Uncharacterized protein YoaO	yoaO BSU18680	YOAO_BACSU			
P39780		Phage-like element PBSX protein XkdA	xkdA ykxA BSU12500	XKDA_BACSU			
P94383	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	Uncharacterized transporter YcgH	ycgH BSU03110	YCGH_BACSU		TRANSMEM 20..40;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 42..62;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 95..115;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 127..147;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 160..180;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 205..225;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 237..257;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 284..304;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 331..351;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 355..375;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 388..408;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 414..434;  /note="Helical";  /evidence="ECO:0000255"	
P37559	SUBCELLULAR LOCATION: Forespore outer membrane {ECO:0000269|PubMed:11283287, ECO:0000269|PubMed:15231775}; Multi-pass membrane protein {ECO:0000269|PubMed:11283287, ECO:0000269|PubMed:15231775}.	Spore protein YabQ	yabQ BSU00610	YABQ_BACSU		TRANSMEM 7..27;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 40..60;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 66..86;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 90..110;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 116..136;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 141..161;  /note="Helical";  /evidence="ECO:0000255"	
O31525		Uncharacterized protein YesV	yesV BSU07040	YESV_BACSU			
O31513		Uncharacterized N-acetyltransferase YesJ (EC 2.3.1.-)	yesJ yeeN yfxC yfxD BSU06920	YESJ_BACSU			
O34803		Uncharacterized protein YeaA	yeaA ydjQ BSU06290	YEAA_BACSU			
O07557	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized membrane protein YhjC	yhjC BSU10460	YHJC_BACSU		TRANSMEM 3..23;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 34..54;  /note="Helical";  /evidence="ECO:0000255"	
P96695		Thioredoxin-like protein YdfQ	ydfQ BSU05510	YDFQ_BACSU			
O34489		Uncharacterized protein YflD	yflD BSU07720	YFLD_BACSU			
O07636		Uncharacterized protein YlaL	ylaL BSU14820	YLAL_BACSU			
O34933	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Fe(3+)-citrate import system permease protein YfmD (Ferric-citrate import system permease protein)	yfmD BSU07510	YFMD_BACSU		TRANSMEM 13..33;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 67..87;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 97..117;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 121..141;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 151..171;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 201..221;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 238..258;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 279..299;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 302..322;  /note="Helical";  /evidence="ECO:0000255"	
O34759		Uncharacterized protein YdjO	ydjO BSU06270	YDJO_BACSU			
O31780	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized membrane protein YmcC	ymcC BSU17070	YMCC_BACSU		TRANSMEM 4..24;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 35..55;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 60..80;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 123..143;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 152..172;  /note="Helical";  /evidence="ECO:0000255"	
O34905	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized protein YflI	yflI BSU07670	YFLI_BACSU		TRANSMEM 4..22;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 29..46;  /note="Helical";  /evidence="ECO:0000255"	
O34458		Uncharacterized protein YjfC	yjfC BSU12130	YJFC_BACSU			
C0H3Q6		Uncharacterized protein YbdZ	ybdZ BSU31959	YBDZ_BACSU			
P37533		Uncharacterized protein YaaL	yaaL BSU00220	YAAL_BACSU			
O06740	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	UPF0750 membrane protein YitE	yitE BSU10960	YITE_BACSU		TRANSMEM 10..30;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 41..61;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 82..102;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 105..125;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 154..174;  /note="Helical";  /evidence="ECO:0000255"	
O31538		Uncharacterized protein YezD	yezD BSU07190	YEZD_BACSU			
P39803	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	UPF0750 membrane protein YitT	yitT yuxA BSU11120	YITT_BACSU		TRANSMEM 9..29;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 54..74;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 80..100;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 151..171;  /note="Helical";  /evidence="ECO:0000255"	
O31611		GTP pyrophosphokinase YjbM (EC 2.7.6.5) ((p)ppGpp synthase YjbM) (Small alarmone synthase 1) (SAS 1)	yjbM BSU11600	YJBM_BACSU			
P96679		Uncharacterized N-acetyltransferase YdfB (EC 2.3.1.-)	ydfB BSU05350	YDFB_BACSU			
O31596		Uncharacterized protein YjaZ	yjaZ BSU11350	YJAZ_BACSU			
P96664	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized MFS-type transporter YdeG	ydeG BSU05190	YDEG_BACSU		TRANSMEM 36..56;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 69..89;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 100..122;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 126..148;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 160..180;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 197..217;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 253..273;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 285..305;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 317..337;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 340..360;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 384..404;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 406..426;  /note="Helical";  /evidence="ECO:0000255"	
P96648		Uncharacterized protein YddK (EC 3.2.2.6)	yddK BSU05000	YDDK_BACSU			
O34684	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	UPF0014 membrane protein YjkA	yjkA BSU12240	YJKA_BACSU		TRANSMEM 3..23;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 32..52;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 57..77;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 91..111;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 117..137;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 214..234;  /note="Helical";  /evidence="ECO:0000255"	
O35028	SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|PROSITE-ProRule:PRU00303}; Lipid-anchor {ECO:0000255|PROSITE-ProRule:PRU00303}.	Putative spore germination protein YfkR	yfkR BSU07780	YFKR_BACSU			
P71020		Putative RNA-binding protein YlmH	ylmH BSU15410	YLMH_BACSU			
O34575	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Putative mannosyltransferase YkcB (EC 2.4.1.-)	ykcB BSU12880	YKCB_BACSU		TRANSMEM 8..28;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 44..64;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 87..107;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 118..135;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 137..157;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 159..179;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 180..200;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 206..226;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 376..396;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 409..429;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 433..453;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 462..482;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 491..511;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 518..538;  /note="Helical";  /evidence="ECO:0000255"	
C0H3V3		Uncharacterized protein YczO	yczO BSU04039	YCZO_BACSU			
O34345		Uncharacterized protein YflJ	yflJ BSU07660	YFLJ_BACSU			
P94487		Uncharacterized protein YnaI	ynaI BSU17560	YNAI_BACSU			
O34722		Uncharacterized protein YfmG	yfmG BSU07480	YFMG_BACSU			
O34864	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Putative transporter YoaB	yoaB BSU18540	YOAB_BACSU		TRANSMEM 12..32;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 48..68;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 76..96;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 108..128;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 137..157;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 168..188;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 220..240;  /note="Helical; Name=7";  /evidence="ECO:0000255"; TRANSMEM 256..276;  /note="Helical; Name=8";  /evidence="ECO:0000255"; TRANSMEM 287..307;  /note="Helical; Name=9";  /evidence="ECO:0000255"; TRANSMEM 317..337;  /note="Helical; Name=10";  /evidence="ECO:0000255"; TRANSMEM 344..364;  /note="Helical; Name=11";  /evidence="ECO:0000255"; TRANSMEM 376..398;  /note="Helical; Name=12";  /evidence="ECO:0000255"	TOPO_DOM 1..11;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 33..47;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 69..75;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 97..107;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 129..136;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 158..167;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 189..219;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 241..255;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 277..286;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 308..316;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 338..343;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 365..375;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 399..414;  /note="Cytoplasmic";  /evidence="ECO:0000255"
O31858		Uncharacterized protein YojF	yojF BSU19470	YOJF_BACSU			
P54442	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized protein YrkO	yrkO BSU26440	YRKO_BACSU		TRANSMEM 20..40;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 62..82;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 103..123;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 146..166;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 205..225;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 243..263;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 282..302;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 321..341;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 348..368;  /note="Helical";  /evidence="ECO:0000255"	
O34342		SPbeta prophage-derived thioredoxin-like protein YosR	yosR yojT BSU20030	YOSR_BACSU			
C0SPC0		Probable 4-hydroxyphenylacetate 3-monooxygenase (EC 1.14.14.9) (4-hydroxyphenylacetate 3-hydroxylase) (4-HPA 3-hydroxylase)	yoaI BSU18620	YOAI_BACSU			
P54458		Putative methyltransferase YqeM (EC 2.1.1.-)	yqeM BSU25610	YQEM_BACSU			
P54428	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	UPF0053 protein YrkA	yrkA BSU26610	YRKA_BACSU		TRANSMEM 7..27;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 64..84;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 101..121;  /note="Helical";  /evidence="ECO:0000255"	
O06972		Uncharacterized Nudix hydrolase YvcI (EC 3.6.-.-)	yvcI BSU34780	YVCI_BACSU			
P80698	SUBCELLULAR LOCATION: Cytoplasm. Note=About half TF is bound to the ribosome near the polypeptide exit tunnel while the other half is free in the cytoplasm. {ECO:0000250}.	Trigger factor (TF) (EC 5.2.1.8) (PPIase) (Vegetative protein 2) (VEG2)	tig yzzH BSU28230	TIG_BACSU			
P54507	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:10049401, ECO:0000269|PubMed:10368135, ECO:0000269|PubMed:10658653, ECO:0000269|PubMed:16430696}. Forespore intermembrane space {ECO:0000269|PubMed:10049401, ECO:0000269|PubMed:10368135}. Note=In undomesticated strains, is secreted and primarily associated with the extracellular matrix (PubMed:16430696). In laboratory strains, is secreted into the medium early in sporulation and is also incorporated into the spore. Processing, export and incorporation into spores depend on SipW (PubMed:10049401). {ECO:0000269|PubMed:10049401, ECO:0000269|PubMed:16430696}.	Major biofilm matrix component (Spore coat-associated protein N) (Translocation-dependent antimicrobial spore component)	tasA cotN yqhF BSU24620	TASA_BACSU			
P39594		Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase)	thiE thiC ywbK BSU38290 ipa-26d	THIE_BACSU			
